Hallazgo;Fecha identificación
Revisada una muestra de 280 siniestros con evaluaciones médicas por posibles enfermedades profesionales, accidentes de trabajo y trayecto, atendidos entre enero y septiembre 2023, sobre un universo de 211.113, hubo discrepancia en la calificación de origen común otorgada en 16 casos de accidentes de trabajo. Cabe señalar que el detalle de los casos fue proporcionado a la Administración, quienes concordaron con la opinión de auditoría en 14 calificaciones, mientras que las 2 restantes evaluaciones configuran un porcentaje superior al 5%, impactando en la asignación del nivel de riesgo del hallazgo. Respecto a las calificaciones revisadas de enfermedades profesionales y accidentes de trayecto, no existieron discrepancias.;10/10/2021
"Analizada la totalidad de atenciones (39.948) ctuadas en &quot;Arial Narrow&quot;,sans-serif;mso-bidi-font-family:Arial;mso-bidi-font-weight:bold'&gt;Salas de Primeros Auxilios (SPA) y Policlínicos (enero a octubre 2023), se constató lo siguiente: 6.0pt;margin-left:17.3pt;text-align:justify;text-indent:-17.3pt;mso-list:l0 level1 lfo1'&gt; De un total de 7.968 pacientes atendidos que se categorizaron como ""Se presume evento Ley"" (en adelante SPEL), 224 no se encuentran creados como siniestro en sistema SAP , ni evidencian una Calificación de Accidentes Laboral o de trayecto, según lo establece el regulador. 6.0pt;margin-left:17.3pt;text-align:justify;text-indent:-17.3pt;mso-list:l0 level1 lfo1'&gt; 0cm;margin-left:17.9pt;margin-bottom:.0001pt;text-align:justify;text-indent: -18.0pt;mso-list:l0 level1 lfo1'&gt; De un total de 31.980 atenciones que se categorizaron como ""Se presume evento común"" (en adelante SPEC), 1.857 presentaron mecanismo lesional, sin embargo, 136 de ellas no cuentan con evidencia de revisión por parte de una Enfermera j de Agencia, tal como lo señala el procedimiento interno .";9/10/2021
"Analizada la totalidad de atenciones (39.948) ctuadas en Salas de Primeros Auxilios (SPA) y Policlínicos (enero a octubre 2023), se constató lo siguiente: a) De un total de 7.968 pacientes atendidos que se categorizaron como ""Se presume evento Ley"" (en adelante SPEL), 224 no se encuentran creados como siniestro en sistema SAP , ni evidencian una Calificación de Accidentes Laboral o de trayecto, según lo establece el regulador. b) De un total de 31.980 atenciones que se categorizaron como ""Se presume evento común"" (en adelante SPEC), 1.857 presentaron mecanismo lesional, sin embargo, 136 de ellas no cuentan con evidencia de revisión por parte de una Enfermera j de Agencia, tal como lo señala el procedimiento interno.";8/10/2021
Revisada una muestra de 280 siniestros con evaluaciones médicas por posibles enfermedades profesionales, accidentes de trabajo y trayecto, atendidos entre enero y septiembre 2023, sobre un universo de 211.113, hubo discrepancia en la calificación de origen común otorgada en 16 casos de accidentes de trabajo. Cabe señalar que el detalle de los casos fue proporcionado a la Administración, quienes concordaron con la opinión de auditoría en 14 calificaciones, mientras que las 2 restantes evaluaciones configuran un porcentaje superior al 5%, impactando en la asignación del nivel de riesgo del hallazgo. Respecto a las calificaciones revisadas de enfermedades profesionales y accidentes de trayecto, no existieron discrepancias.;7/10/2021
Condición (Situación evidenciada): Evaluada la actividad de agendamiento al 13 de diciembre de 2023, detectamos lo siguiente a) De la base total de INE detectamos 1.735 informes de nómina de expuestos, correspondientes a 1.679 trabajadores, que no han sido citados para iniciar el programa de vigilancia de la salud. El cuadro que sigue grafica el retraso respecto al plazo de vencimiento.;6/10/2021
Condición (Situación evidenciada): Evaluada la actividad de agendamiento al 13 de diciembre de 2023, detectamos lo siguiente: Validados los trabajadores que ingresaron a vigilancia de la salud, entre noviembre 2022 a noviembre 2023, observamos retrasos por sobre los treinta días posteriores a su plazo de vencimiento para ser agendado a su primer examen.;5/10/2021
Analizada una muestra estadísticamente representativa de 53 trabajadores en el programa de vigilancia de la salud, detectamos 3 casos (6%) asociado al agente de riesgo de ruido, donde no existió una derivación a evaluación médica, aun cuando los pacientes presentaron exámenes alterados.;4/10/2021
Analizada una muestra estadísticamente representativa de 53 trabajadores en el programa de vigilancia de la salud, detectamos 3 casos (6%) asociado al agente de riesgo de ruido, donde no existió una derivación a evaluación médica, aun cuando los pacientes presentaron exámenes alterados.;3/10/2021
Revisada una muestra de 48 fichas clínicas, 4 de ellas no cuentan con el registro de enfermería, pese a que a estos pacientes se les suministraron medicamentos durante su atención. Los casos con hallazgos fueron remitidos a los responsables del proceso;2/10/2021
Revisada la base de reclamos del período enero a octubre 2023 (12.127 reclamos), con cierre al 6 de noviembre, constatamos que el 15,3% de éstos fueron respondidos fuera de plazo o aún no lo habían sido (1.851/12.127). El cuadro siguiente grafica lo señalado: Cumplimiento Días de atraso % 1 a 5 6 a 15 16 a 30 31 a 60 61 a 120 Total Fuera de plazo 811 317 335 249 10 1.722 93% Pendientes sin respuesta 26 32 36 35 - 129 7% Total 837 349 371 284 10 1.851 % No cumple 45% 19% 20% 15% 1% Causa Insuficientes actividades de monitoreo sobre los inputs que debe entregar la operación para elaborar la respuesta al interesado. Lo anterior dado que el 92% de la totalidad de casos detectados con discrepancias, corresponden a gestión extemporánea de los centros de salud, hospital, centro médico y atenciones ambulatorias. Asimismo, de ellos, un 27% fueron ingresados a Salesforce, al menos con 48 horas de desfase respecto a la fecha de recepción del reclamo, lo que en la práctica disminuye el tiempo para gestionar la respuesta.;1/10/2021
Revisada la base de reclamos del período enero a octubre 2023 (12.127 reclamos), con cierre al 6 de noviembre, constatamos que el 15,3% de éstos fueron respondidos fuera de plazo o aún no lo habían sido (1.851/12.127). El cuadro siguiente grafica lo señalado: Cumplimiento Días de atraso % 1 a 5 6 a 15 16 a 30 31 a 60 61 a 120 Total Fuera de plazo 811 317 335 249 10 1.722 93% Pendientes sin respuesta 26 32 36 35 - 129 7% Total 837 349 371 284 10 1.851 % No cumple 45% 19% 20% 15% 1% Causa Insuficientes actividades de monitoreo sobre los inputs que debe entregar la operación para elaborar la respuesta al interesado. Lo anterior dado que el 92% de la totalidad de casos detectados con discrepancias, corresponden a gestión extemporánea de los centros de salud, hospital, centro médico y atenciones ambulatorias. Asimismo, de ellos, un 27% fueron ingresados a Salesforce, al menos con 48 horas de desfase respecto a la fecha de recepción del reclamo, lo que en la práctica disminuye el tiempo para gestionar la respuesta.;30/9/2021
Según lo establecido por la SUSESO, existe un plazo de 5 días hábiles desde que se califica un accidente o enfermedad profesional para notificar el resultado al paciente. Se identificó que para el universo de calificaciones “No Ley” durante el periodo 01.01.2022 a 30.11.2022 (73.140 calificaciones), al 02 de diciembre existen 18.091 (25%) calificaciones sin evidencia que sustente la notificación a los pacientes.;29/9/2021
Según lo establecido por la SUSESO, existe un plazo de 5 días hábiles desde que se califica un accidente o enfermedad profesional para notificar el resultado al paciente. Se identificó que para el universo de calificaciones “No Ley” durante el periodo 01.01.2022 a 30.11.2022 (73.140 calificaciones), al 02 de diciembre existen 18.091 (25%) calificaciones sin evidencia que sustente la notificación a los pacientes.;28/9/2021
Según lo establecido por la SUSESO, existe un plazo de 5 días hábiles desde que se califica un accidente o enfermedad profesional para notificar el resultado al paciente. Se identificó que para el universo de calificaciones “No Ley” durante el periodo 01.01.2022 a 30.11.2022 (73.140 calificaciones), al 02 de diciembre existen 18.091 (25%) calificaciones sin evidencia que sustente la notificación a los pacientes.;27/9/2021
Evidenciamos que existen 348 empresas que registran atenciones durante 2022 sin un acuerdo de servicios firmado, lo cual representa un 7% del universo. Adicionalmente, se revisó una muestra de atenciones SEL, en la que se observaron diferentes servicios prestados a 3 empresas que no poseen un acuerdo firmado, pero que sin embargo aun así se aplicaron descuentos (Sodexo, Codelco y BHP). Cabe señalar, que en la auditoría realizada en 2020 se identificó como oportunidad de mejora evaluar los controles en el proceso de agendamiento, ya que se detectaron atenciones a empresas que no tenían un acuerdo firmado.;26/9/2021
Evidenciamos que existen 348 empresas que registran atenciones durante 2022 sin un acuerdo de servicios firmado, lo cual representa un 7% del universo. Adicionalmente, se revisó una muestra de atenciones SEL, en la que se observaron diferentes servicios prestados a 3 empresas que no poseen un acuerdo firmado, pero que sin embargo aun así se aplicaron descuentos (Sodexo, Codelco y BHP). Cabe señalar, que en la auditoría realizada en 2020 se identificó como oportunidad de mejora evaluar los controles en el proceso de agendamiento, ya que se detectaron atenciones a empresas que no tenían un acuerdo firmado.;25/9/2021
Se analizaron los reportes enviados al ISL, donde se informan las atenciones realizadas y las respectivas latencias. En base a este reporte, es posible evidenciar que existe en el mes de agosto, un cumplimiento de latencias en un 56% de las evaluaciones finalizadas. Este análisis, se realiza evaluando el mes de agosto, ya que se encuentra cerrado a la fecha de auditoría, mientras que el mes de septiembre puede sufrir variaciones ya que cierra en octubre.;24/9/2021
1.- Re-intervenciones Quirúrgicas no programadas: De la revisión de cumplimiento respecto las directrices establecidas en la Política de Admisión Hospitalaria y normativa en la atención de pacientes acogidos a Ley de Urgencia Vital (muestra 96 atenciones, 48 admisiones hospitalarias y 48 ley de urgencia), detectamos 3 casos que correspondían a pacientes hospitalizados re-intervenidos quirúrgicamente producto de complicaciones de cirugía principal, donde no existe evidencia de la ejecución de reunión de análisis del caso, ni reporte trimestral al departamento de Calidad y seguridad del Paciente de la Subsecretaria de Redes Asistenciales del Ministerio de Salud.;23/9/2021
2.- Reclamos: De la revisión de una muestra de 48 casos de reclamos de pacientes, donde se analizó su gestión y respuesta, observamos 5 reclamos (10% ) que fueron contestados con posterioridad al plazo definido legalmente (15 días hábiles), en uno de éstos caso la respuesta fue enviada a un correo electrónico distinto al señalado en el formulario.;22/9/2021
"3.- Egresos pacientes Urgencia: Analizada una muestra de 48 pacientes atendidos en el área de urgencia, con el propósito de validar las formalidades de egresos de pacientes y la entrega de la documentación con el detalle de la atención realizada, observamos que en 6 casos (13%) no se encontró documento ""Dato de Atención de Urgencia"" y/o este no registraba la firma del paciente.";21/9/2021
Como resultado de nuestra revisión de las conciliaciones bancarias al 30 de septiembre de 2022, se identificó la que la revisión de algunas conciliaciones bancarias no se ctúo de acuerdo con el calendario de cierre contable establecido. Riesgos: - Potencial existencia de errores o irregularidades que no sean detectadas oportunamente - Potencial presentación inadecuada de la información de los Estados Financieros - Eventuales ajustes posteriores a los Estados Financieros;20/9/2021
Como resultado de nuestra revisión a los convenios colectivos, observamos que la Sociedad no ha registrado ciertas provisiones asociadas a beneficios otorgados a los trabajadores de algunas filiales del Grupo tales como: o Bono por estímulo de años de servicios (Clínica Portada) o Bono de antigüedad (Clínica Lircay) o Fondo de Indemnización (Clínica Los Andes) o Bono de vacaciones (Clínica Atacama, Inversalud Atacama y Hospital Clínico del Sur);19/9/2021
"Ausencia de contratos/convenios con instituciones a las que se les otorgan prestaciones de forma recurrente Como resultado de nuestra revisión al ciclo de ""Ingresos y cuentas por cobrar"", observamos la ausencia de contratos con Isapre Vida Tres en Clínica Portada, Clínica Atacama, Clínica Los Coihues y Hospital Clínico del Sur. Riesgo: ? Errores u omisiones en los registros contables con impacto en la presentación de las cifras de los estados financieros. Sociedades alcanzadas: Clínica Portada, Clínica Atacama, Clínica Los Coihues y Hospital Clínico del Sur.";18/9/2021
Como resultado de nuestra revisión al ambiente de TI, en lo que respecta el sistema Masterkey, identificamos las siguientes situaciones: a) Ausencia de una formalización del procedimiento de revisión que ctúa la Administración respecto a los usuarios que tienen acceso al sistema, que defina al menos la frecuencia con la que se debe ctuar dicha revisión, la corroboración de que los usuarios con accesos siguen siendo necesarios para las funciones y roles para el cual fueron creados y en el caso de aquellos usuarios creados de forma customizada, la revisión de incompatibilidad de funciones de estos. b) Ausencia de un control de monitoreo sobre las actividades ejecutadas por los usuarios que son registrados en el log que mantiene el Grupo y cuyo fin es registrar todas las actividades realizadas por los usuarios administradores de las Bases de Datos. c) La Administración cuenta con el portal Sharepoint para llevar el universo de todos los cambios a programas realizados. Si bien existe una trazabilidad de las acciones realizadas por el administrador (creación, modificación, eliminación), no logramos evidenciar un procedimiento formal que certifique que las acciones realizadas son debidamente autorizadas. Riesgos: ? No contar con un documento formal asociado a la certificación de usuarios, conllevaría al riesgo de que existan usuarios con accesos innecesarios o con cierto grado de incompatibilidad de funciones. ? Accesos a modificaciones no autorizadas en Bases de Datos. Sociedades alcanzadas: Todas;17/9/2021
"Como resultado de nuestra revisión al ciclo de ""Cierre y Reporte Financiero"", observamos las siguientes situaciones: - Ausencia de procedimientos y/o políticas formales que detallen las actividades y controles que desarrolla el Departamento de Contabilidad Corporativo. - Ausencia de un control formal respecto a las revisiones y/o aprobaciones de asientos contables realizados por los analistas del área. - Ausencia de un control formal respecto a la revisión de los ajustes de consolidación por parte de la Jefatura Contable. - Tras la revisión de los registros contables, se identificaron: a) Asientos de distinta índole ctuados por los supervisores contables, que no cuentan con evidencia formal de la aprobación y revisión correspondiente de la Jefatura de nivel superior. b) Asientos contables cuya glosa indica \'ajustes contables\' que no permiten identificar claramente el origen del asiento contable y tampoco se evidencia aprobación formal de una Jefatura para su ejecución.";16/9/2021
Como resultado de nuestra revisión al proceso de recaudación, observamos que las administrativas de cajas pueden ctuar descuentos por el total de la prestación sin aprobación previa. Si bien al final del día, junto con el cierre de cajas, se ctúa la revisión de dichos descuentos, es relevante incluir controles preventivos al momento de ctuar la venta para limitar/controlar el otorgamiento de estos descuentos.;15/9/2021
"Revisada una muestra estadística de 48 atenciones hospitalarias facturadas y pagadas desde enero a octubre 2023, en 12 de ellas se detectó algún tipo de inconsistencia cuyo detalle es: i) 2 casos en que el monto facturado es mayor a la cuenta del paciente registrada en sistema; ii) 1 caso facturado cuya admisión no registra deuda en el sistema; iii) 2 casos de cuentas con diferencias sobrantes producto que fueron imputados adicionalmente pagos de facturas de otro paciente; iv) 2 casos en que le bono PAD fue facturado sin haberse realizado la prestación médica al paciente, y v) 7 casos en que se facturó en promedio, 29 días antes de haber sido realizada la cirugía. Todos los hallazgos y casuísticas fueron proporcionados a la Administración. II.- Cobranza:Analizada la cartera de deudores al mes de octubre 2023 detectamos que en septiembre fueron traspasadas para gestión de cobranza prejudicial (empresa GSBPO) cuentas por un total de MM$42 que correspondían al segmento de 1 a 90 días desde emitida la factura, gestiones de cobro que debían haber sido ctuadas por el equipo corporativo de cobranza CAS según lo establece la Política vigente, sin evidencia la debida autorización.";14/9/2021
"Revisada una muestra estadística de 48 atenciones hospitalarias facturadas y pagadas desde enero a octubre 2023, en 12 de ellas se detectó algún tipo de inconsistencia cuyo detalle es: i) 2 casos en que el monto facturado es mayor a la cuenta del paciente registrada en sistema; ii) 1 caso facturado cuya admisión no registra deuda en el sistema; iii) 2 casos de cuentas con diferencias sobrantes producto que fueron imputados adicionalmente pagos de facturas de otro paciente; iv) 2 casos en que le bono PAD fue facturado sin haberse realizado la prestación médica al paciente, y v) 7 casos en que se facturó en promedio, 29 días antes de haber sido realizada la cirugía. Todos los hallazgos y casuísticas fueron proporcionados a la Administración. II.- Cobranza:Analizada la cartera de deudores al mes de octubre 2023 detectamos que en septiembre fueron traspasadas para gestión de cobranza prejudicial (empresa GSBPO) cuentas por un total de MM$42 que correspondían al segmento de 1 a 90 días desde emitida la factura, gestiones de cobro que debían haber sido ctuadas por el equipo corporativo de cobranza CAS según lo establece la Política vigente, sin evidencia la debida autorización.";13/9/2021
"Revisada una muestra estadística de 48 atenciones hospitalarias facturadas y pagadas desde enero a octubre 2023, en 12 de ellas se detectó algún tipo de inconsistencia cuyo detalle es: i) 2 casos en que el monto facturado es mayor a la cuenta del paciente registrada en sistema; ii) 1 caso facturado cuya admisión no registra deuda en el sistema; iii) 2 casos de cuentas con diferencias sobrantes producto que fueron imputados adicionalmente pagos de facturas de otro paciente; iv) 2 casos en que le bono PAD fue facturado sin haberse realizado la prestación médica al paciente, y v) 7 casos en que se facturó en promedio, 29 días antes de haber sido realizada la cirugía. Todos los hallazgos y casuísticas fueron proporcionados a la Administración. II.- Cobranza:Analizada la cartera de deudores al mes de octubre 2023 detectamos que en septiembre fueron traspasadas para gestión de cobranza prejudicial (empresa GSBPO) cuentas por un total de MM$42 que correspondían al segmento de 1 a 90 días desde emitida la factura, gestiones de cobro que debían haber sido ctuadas por el equipo corporativo de cobranza CAS según lo establece la Política vigente, sin evidencia la debida autorización.";12/9/2021
"Revisada una muestra estadística de 48 atenciones hospitalarias facturadas y pagadas desde enero a octubre 2023, en 12 de ellas se detectó algún tipo de inconsistencia cuyo detalle es: i) 2 casos en que el monto facturado es mayor a la cuenta del paciente registrada en sistema; ii) 1 caso facturado cuya admisión no registra deuda en el sistema; iii) 2 casos de cuentas con diferencias sobrantes producto que fueron imputados adicionalmente pagos de facturas de otro paciente; iv) 2 casos en que le bono PAD fue facturado sin haberse realizado la prestación médica al paciente, y v) 7 casos en que se facturó en promedio, 29 días antes de haber sido realizada la cirugía. Todos los hallazgos y casuísticas fueron proporcionados a la Administración. II.- Cobranza:Analizada la cartera de deudores al mes de octubre 2023 detectamos que en septiembre fueron traspasadas para gestión de cobranza prejudicial (empresa GSBPO) cuentas por un total de MM$42 que correspondían al segmento de 1 a 90 días desde emitida la factura, gestiones de cobro que debían haber sido ctuadas por el equipo corporativo de cobranza CAS según lo establece la Política vigente, sin evidencia la debida autorización.";11/9/2021
"Analizados los 30 principales proveedores con el fin de validar la formalidad, integridad y vigencia de los respectivos contratos comerciales, en 26 de ellos se observó lo siguiente: i) 11 proveedores sin evidencia de envío de carta de adjudicación; ii) 15 proveedores sin contratos de respaldo, por cuanto no fue posible validar obligatoriedad del servicio, precios y garantía de cumplimiento; iii) 8 contratos no registran la firma del proveedor; iv) 3 proveedores suscribieron contratos para prestar servicios con Clínica del Sur y con Laboratorio Cordillera, sin embargo, existen compras desde otras Clínicas de la red. Detectamos ausencia de seguimiento sobre aquellos proveedores regulados por la Ley de Subcontratación.";10/9/2021
"Analizados los 30 principales proveedores con el fin de validar la formalidad, integridad y vigencia de los respectivos contratos comerciales, en 26 de ellos se observó lo siguiente: i) 11 proveedores sin evidencia de envío de carta de adjudicación; ii) 15 proveedores sin contratos de respaldo, por cuanto no fue posible validar obligatoriedad del servicio, precios y garantía de cumplimiento; iii) 8 contratos no registran la firma del proveedor; iv) 3 proveedores suscribieron contratos para prestar servicios con Clínica del Sur y con Laboratorio Cordillera, sin embargo, existen compras desde otras Clínicas de la red. Detectamos ausencia de seguimiento sobre aquellos proveedores regulados por la Ley de Subcontratación.";9/9/2021
"Analizados los 30 principales proveedores con el fin de validar la formalidad, integridad y vigencia de los respectivos contratos comerciales, en 26 de ellos se observó lo siguiente: i) 11 proveedores sin evidencia de envío de carta de adjudicación; ii) 15 proveedores sin contratos de respaldo, por cuanto no fue posible validar obligatoriedad del servicio, precios y garantía de cumplimiento; iii) 8 contratos no registran la firma del proveedor; iv) 3 proveedores suscribieron contratos para prestar servicios con Clínica del Sur y con Laboratorio Cordillera, sin embargo, existen compras desde otras Clínicas de la red. Detectamos ausencia de seguimiento sobre aquellos proveedores regulados por la Ley de Subcontratación.";8/9/2021
"i) Ausencia de evaluaciones de vulnerabilidad (ciberseguridad) sobre la información de pacientes atendidos en las Clínicas, si bien los datos son almacenados en servidores internos de CAS, no existe certeza que los actuales controles internos impidan a terceros acceder maliciosamente a visualizar datos procesados, a través de Master Key (MK). Asimismo, la institución se encuentra en proceso de migración de la plataforma sistémica de MK desde la versión ""Escritorio"" a una versión ""Web"", no habiéndose realizado pruebas de seguridad al software señalado, lo anterior, sin perjuicio que el proveedor proporcionó una autoevaluación general, la cual no cuenta con respaldos que sustenten sus resultados. ii) En el periodo 2023 no se han realizado pruebas de recuperación de información a ninguno de los 3 respaldos vigentes, es decir, no existe certeza que la información esté disponible de forma íntegra, completa y oportuna en caso de necesitarla. Cabe señalar, que se encuentra programado ejecutar una prueba de respaldo durante el mes en curso.";7/9/2021
"i) Ausencia de evaluaciones de vulnerabilidad (ciberseguridad) sobre la información de pacientes atendidos en las Clínicas, si bien los datos son almacenados en servidores internos de CAS, no existe certeza que los actuales controles internos impidan a terceros acceder maliciosamente a visualizar datos procesados, a través de Master Key (MK). Asimismo, la institución se encuentra en proceso de migración de la plataforma sistémica de MK desde la versión ""Escritorio"" a una versión ""Web"", no habiéndose realizado pruebas de seguridad al software señalado, lo anterior, sin perjuicio que el proveedor proporcionó una autoevaluación general, la cual no cuenta con respaldos que sustenten sus resultados. ii) En el periodo 2023 no se han realizado pruebas de recuperación de información a ninguno de los 3 respaldos vigentes, es decir, no existe certeza que la información esté disponible de forma íntegra, completa y oportuna en caso de necesitarla. Cabe señalar, que se encuentra programado ejecutar una prueba de respaldo durante el mes en curso.";6/9/2021
"i) Ausencia de evaluaciones de vulnerabilidad (ciberseguridad) sobre la información de pacientes atendidos en las Clínicas, si bien los datos son almacenados en servidores internos de CAS, no existe certeza que los actuales controles internos impidan a terceros acceder maliciosamente a visualizar datos procesados, a través de Master Key (MK). Asimismo, la institución se encuentra en proceso de migración de la plataforma sistémica de MK desde la versión ""Escritorio"" a una versión ""Web"", no habiéndose realizado pruebas de seguridad al software señalado, lo anterior, sin perjuicio que el proveedor proporcionó una autoevaluación general, la cual no cuenta con respaldos que sustenten sus resultados. ii) En el periodo 2023 no se han realizado pruebas de recuperación de información a ninguno de los 3 respaldos vigentes, es decir, no existe certeza que la información esté disponible de forma íntegra, completa y oportuna en caso de necesitarla. Cabe señalar, que se encuentra programado ejecutar una prueba de respaldo durante el mes en curso.";5/9/2021
"i) Ausencia de evaluaciones de vulnerabilidad (ciberseguridad) sobre la información de pacientes atendidos en las Clínicas, si bien los datos son almacenados en servidores internos de CAS, no existe certeza que los actuales controles internos impidan a terceros acceder maliciosamente a visualizar datos procesados, a través de Master Key (MK). Asimismo, la institución se encuentra en proceso de migración de la plataforma sistémica de MK desde la versión ""Escritorio"" a una versión ""Web"", no habiéndose realizado pruebas de seguridad al software señalado, lo anterior, sin perjuicio que el proveedor proporcionó una autoevaluación general, la cual no cuenta con respaldos que sustenten sus resultados. ii) En el periodo 2023 no se han realizado pruebas de recuperación de información a ninguno de los 3 respaldos vigentes, es decir, no existe certeza que la información esté disponible de forma íntegra, completa y oportuna en caso de necesitarla. Cabe señalar, que se encuentra programado ejecutar una prueba de respaldo durante el mes en curso.";4/9/2021
"i) Ausencia de evaluaciones de vulnerabilidad (ciberseguridad) sobre la información de pacientes atendidos en las Clínicas, si bien los datos son almacenados en servidores internos de CAS, no existe certeza que los actuales controles internos impidan a terceros acceder maliciosamente a visualizar datos procesados, a través de Master Key (MK). Asimismo, la institución se encuentra en proceso de migración de la plataforma sistémica de MK desde la versión ""Escritorio"" a una versión ""Web"", no habiéndose realizado pruebas de seguridad al software señalado, lo anterior, sin perjuicio que el proveedor proporcionó una autoevaluación general, la cual no cuenta con respaldos que sustenten sus resultados. ii) En el periodo 2023 no se han realizado pruebas de recuperación de información a ninguno de los 3 respaldos vigentes, es decir, no existe certeza que la información esté disponible de forma íntegra, completa y oportuna en caso de necesitarla. Cabe señalar, que se encuentra programado ejecutar una prueba de respaldo durante el mes en curso.";3/9/2021
"i) Ausencia de evaluaciones de vulnerabilidad (ciberseguridad) sobre la información de pacientes atendidos en las Clínicas, si bien los datos son almacenados en servidores internos de CAS, no existe certeza que los actuales controles internos impidan a terceros acceder maliciosamente a visualizar datos procesados, a través de Master Key (MK). Asimismo, la institución se encuentra en proceso de migración de la plataforma sistémica de MK desde la versión ""Escritorio"" a una versión ""Web"", no habiéndose realizado pruebas de seguridad al software señalado, lo anterior, sin perjuicio que el proveedor proporcionó una autoevaluación general, la cual no cuenta con respaldos que sustenten sus resultados. ii) En el periodo 2023 no se han realizado pruebas de recuperación de información a ninguno de los 3 respaldos vigentes, es decir, no existe certeza que la información esté disponible de forma íntegra, completa y oportuna en caso de necesitarla. Cabe señalar, que se encuentra programado ejecutar una prueba de respaldo durante el mes en curso.";2/9/2021
"En uso de las atribuciones fiscalizadoras conferidas por la Ley N&deg;16.395, esta Superintendencia realizó una revisión a la información de la codificación de la ""clasificación de los accidentes del trabajo según la forma del accidente de la OIT"" y de la ""clasificación de agentes materiales de OIT"" las cuales son enviadas al Sistema de Nacional de Información de Seguridad y Salud en el Trabajo (SISESAT) mediante el documento de la resolución de calificación (RECA).";1/9/2021
Estandarizar la periodicidad de los Indicadores de servicios claves de forma trimestral para todos los prestadores externo, su implementación será divida en dos etapas para abarcar la totalidad de los prestadores. Primera etapa;31/8/2021
. Estandarizar la periodicidad de los Indicadores de servicios claves de forma trimestral para todos los prestadores externo, su implementación será divida en dos etapas para abarcar la totalidad de los prestadores. Segunda etapa;30/8/2021
Creación de malla transversal para cuidadoras validada por salud ocupacional y protocolo de seguimiento de capacitaciones, que será implementada para todos los prestadores que otorguen cuidados en domicilio.;29/8/2021
i) Gerencia de Personas en conjunto con la jefatura del colaborador, evaluarán y determinarán las medidas a adoptar en relación a la conducta de la colaboradora. ii) El proveedor será bloqueado sistémicamente.;28/8/2021
Llevar a cabo actividades del proceso de Gestión del Riesgo (GDR), partiendo con la ejecución de la asesoría Entendimiento de SST y proceso GDR, que tiene como objetivo que la empresa conozca en qué consiste la prevención de riesgos laborales, los actores relevantes en la SST y el proceso de Gestión del Riesgo de SST, para posteriormente generar la identificación de los agentes materiales y evaluar los riesgos presentes.;27/8/2021
Iniciar la asistencia técnica en actividades para la aplicación del protocolo RPSL, comenzando con la difusión y entrega de herramientas de apoyo, para posteriormente conformar los Comités de Aplicación Psicosocial, realizar sensibilización a trabajadores y aplicar CEAL-SM.;26/8/2021
"Iniciar la asistencia técnica para la aplicación del protocolo TMERT, con actividades de Identificación de Peligros en los centros de trabajo pendientes; y, en el caso de que esta identificación resulte positiva, avanzar prescribiendo la aplicación del protocolo TMERT.";25/8/2021
Continuar la asistencia técnica para la aplicación del protocolo TMERT, para los casos en los que el protocolo ya haya sido implementado, planificando las actividades correspondientes a las etapas posteriores del proceso;24/8/2021
"Generar asistencia técnica en actividades relacionadas con la aplicación de la Guía de Manejo Manual de Carga (MMC), con foco en actividades de Identificación de Peligros en los centros de trabajo pendientes; prescribiendo la aplicación de la Guía Técnica de MMC, en los casos que la identificación resulte positiva; y continuar con la ejecución de actividades correspondientes a las etapas posteriores del proceso, para los casos en los que la Guía Técnica ya haya sido implementada.";23/8/2021
Se realizará actualización e implementación de mejoras al proceso de prescripción de medidas ante la calificación de una enfermedad profesional;22/8/2021
a) Se levantarán todos los posibles escenarios a fin de establecer la forma correcta de proceder. b) Se incorporará al control sistémico vigente, el escenario de empresas en convenio (incluye estatales), primando el límite del tope imponible mensual. c) Se revisará en conjunto con el área comercial, la mejor forma de comunicar a las empresas en convenio (incluye estatales), el criterio de reembolso cuando el escenario contempla a un trabajador con más de un empleador y la remuneración sumada, supera el tope imponible mensual.;21/8/2021
Se reforzará con Comité de Calificación la completitud en RECA del riesgo identificado e indicaciones para el reintegro laboral.;20/8/2021
Se implementará una solución sistémica que asegure la entrega de las indicaciones para el reintegro laboral a esa Superintendencia;19/8/2021
En primer lugar, se establecerá una colaboración entre Clínica Lircay y RCR Corporativo para evaluar los antecedentes y determinar el curso de acción correspondiente. Se llevará a cabo una revisión del procedimiento de ingreso para identificar las fallas que causaron el incumplimiento de la Política de Parentesco. Adicionalmente, se organizará una sesión informativa dirigida a las jefaturas de la red para reforzar la importancia de la Política de Parentesco y prevenir incumplimientos futuros.;18/8/2021
Se adoptarán las siguientes medidas: i) Revisión individual con jefaturas para diseñar planes personalizados y limitar horas extras de quienes reinciden en el máximo de HHEE. ii) Monitoreo semanal de vacantes y ausentismos para tomar acciones proactivas y evitar horas extras ilegales. iii) Informar a gerentes sobre el total de HHEE en sus equipos para evitar exceder límites legales. iv) Fortalecer el uso del \\\\\'banco de horas\\\\\' para cubrir demandas sin incurrir en excesos de horas extras.;17/8/2021
Se fortaleceré el proceso de revisión de las etapas del cierre. Responsable: José Tomás Cuadra / J de Finanzas de CEM / J Tesorería;16/8/2021
